Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.01  283092/283092      std::vector<double, std::allocator<double> >::_M_default_initialize(unsigned long) [14]
                0.00    0.00  283092/283092      std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&) [66]
                0.00    0.00  283092/283092      std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [62]
-----------------------------------------------
                0.00    0.00      70/283022      Centroid::Centroid(int) [32]
                0.00    0.00   10312/283022      Point::Point(int) [24]
                0.00    0.01  272640/283022      Tupla::differenzaVettoriale(Tupla const&) const [6]
[12]    10.0    0.00    0.01  283022         Tupla::Tupla(int) [12]
                0.01    0.01  283092/283092      std::vector<double, std::allocator<double> >::vector(unsigned long, std::allocator<double> const&) [11]
                0.00    0.00  283092/283092      std::allocator<double>::allocator() [57]
                0.00    0.00  283092/699096      std::allocator<double>::~allocator() [40]
-----------------------------------------------
                0.00    0.01  283092/283092      double* std::__uninitialized_default_n<double*, unsigned long>(double*, unsigned long) [16]
[13]     6.7    0.00    0.01  283092         double* std::__uninitialized_default_n_1<true>::__uninit_default_n<double*, unsigned long>(double*, unsigned long) [13]
                0.00    0.01  283092/283092      double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [18]
                0.00    0.00  283092/283092      double* std::__addressof<double>(double&) [68]
                0.00    0.00  283092/283092      void std::_Construct<double>(double*) [67]
-----------------------------------------------
                0.00    0.01  283092/283092      std::vector<double, std::allocator<double> >::vector(unsigned long, std::allocator<double> const&) [11]
[14]     6.7    0.00    0.01  283092         std::vector<double, std::allocator<double> >::_M_default_initialize(unsigned long) [14]
                0.00    0.01  283092/283092      double* std::__uninitialized_default_n_a<double*, unsigned long, double>(double*, unsigned long, std::allocator<double>&) [17]
                0.00    0.00  283092/416004      std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [46]
-----------------------------------------------
                0.00    0.01  283092/283092      double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [18]
[15]     6.7    0.00    0.01  283092         double* std::__fill_n_a<double*, unsigned long, double>(double*, unsigned long, double const&, std::random_access_iterator_tag) [15]
                0.00    0.01  283092/283092      void std::__fill_a<double*, double>(double*, double*, double const&) [19]
-----------------------------------------------
                0.00    0.01  283092/283092      double* std::__uninitialized_default_n_a<double*, unsigned long, double>(double*, unsigned long, std::allocator<double>&) [17]
[16]     6.7    0.00    0.01  283092         double* std::__uninitialized_default_n<double*, unsigned long>(double*, unsigned long) [16]
                0.00    0.01  283092/283092      double* std::__uninitialized_default_n_1<true>::__uninit_default_n<double*, unsigned long>(double*, unsigned long) [13]
-----------------------------------------------
                0.00    0.01  283092/283092      std::vector<double, std::allocator<double> >::_M_default_initialize(unsigned long) [14]
[17]     6.7    0.00    0.01  283092         double* std::__uninitialized_default_n_a<double*, unsigned long, double>(double*, unsigned long, std::allocator<double>&) [17]
                0.00    0.01  283092/283092      double* std::__uninitialized_default_n<double*, unsigned long>(double*, unsigned long) [16]
-----------------------------------------------
                0.00    0.01  283092/283092      double* std::__uninitialized_default_n_1<true>::__uninit_default_n<double*, unsigned long>(double*, unsigned long) [13]
[18]     6.7    0.00    0.01  283092         double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [18]
                0.00    0.01  283092/283092      double* std::__fill_n_a<double*, unsigned long, double>(double*, unsigned long, double const&, std::random_access_iterator_tag) [15]
                0.00    0.00  283092/283092      std::iterator_traits<double*>::iterator_category std::__iterator_category<double*>(double* const&) [70]
                0.00    0.00  283092/283092      std::__size_to_integer(unsigned long) [69]
-----------------------------------------------
                0.00    0.01  283092/283092      double* std::__fill_n_a<double*, unsigned long, double>(double*, unsigned long, double const&, std::random_access_iterator_tag) [15]
[19]     6.7    0.00    0.01  283092         void std::__fill_a<double*, double>(double*, double*, double const&) [19]
                0.01    0.00  283092/283092      __gnu_cxx::__enable_if<std::__is_scalar<double>::__value, void>::__type std::__fill_a1<double*, double>(double*, double*, double const&) [20]
-----------------------------------------------
                0.01    0.00  283092/283092      void std::__fill_a<double*, double>(double*, double*, double const&) [19]
[20]     6.7    0.01    0.00  283092         __gnu_cxx::__enable_if<std::__is_scalar<double>::__value, void>::__type std::__fill_a1<double*, double>(double*, double*, double const&) [20]
-----------------------------------------------
                0.00    0.01 2839320/2839320     Tupla::setThValue(int, double) [10]
[21]     5.5    0.00    0.01 2839320         std::vector<double, std::allocator<double> >::at(unsigned long) [21]
                0.00    0.01 2839320/13885640     std::vector<double, std::allocator<double> >::_M_range_check(unsigned long) const [7]
                0.00    0.00 2839320/2839320     std::vector<double, std::allocator<double> >::operator[](unsigned long) [39]
-----------------------------------------------
                                                 <spontaneous>
[22]     0.6    0.00    0.00                 Point::serializePoint(double*, int, int, int) [22]
                0.00    0.00   96720/11021740     Tupla::getThValue(int) const [4]
                0.00    0.00   96720/232204      Point::getThPoint(int) [73]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[23]     0.4    0.00    0.00       1         Point::deserializePoint(double*) [23]
                0.00    0.00     312/312         Point::Point(int) [24]
                0.00    0.00    3120/2734420     Tupla::setThValue(int, double) [10]
-----------------------------------------------
                0.00    0.00     312/312         Point::deserializePoint(double*) [23]
[24]     0.4    0.00    0.00     312         Point::Point(int) [24]
                0.00    0.00   10312/283022      Tupla::Tupla(int) [12]
                0.00    0.00   10312/10312       std::vector<Point*, std::allocator<Point*> >::push_back(Point*&&) [122]
-----------------------------------------------
                0.00    0.00     420/420         Cluster::sumPointsClusters() [26]
[25]     0.1    0.00    0.00     420         Cluster::sumPoints() [25]
                0.00    0.00   18720/11021740     Tupla::getThValue(int) const [4]
                0.00    0.00   18720/18720       Cluster::getThPoint(int) [112]
                0.00    0.00     420/910         Cluster::initSumCluster() [140]
                0.00    0.00     420/10448       Tupla::get_dim() [116]
-----------------------------------------------
                0.00    0.00       6/6           main [1]
[26]     0.1    0.00    0.00       6         Cluster::sumPointsClusters() [26]
                0.00    0.00     420/420         Cluster::sumPoints() [25]
                0.00    0.00     420/9678        Cluster::getThCluster(int) [124]
                0.00    0.00       6/450         Cluster::getNumberCluster() [153]
-----------------------------------------------
                0.00    0.00       1/6           Cluster::deserializeCluster(double*) [28]
                0.00    0.00       5/6           main [1]
[27]     0.0    0.00    0.00       6         Cluster::deserializeCentroids(double*) [27]
                0.00    0.00    4200/2734420     Tupla::setThValue(int, double) [10]
                0.00    0.00    4206/137130      Cluster::getCentroid() [86]
                0.00    0.00    4206/9678        Cluster::getThCluster(int) [124]
                0.00    0.00       6/450         Cluster::getNumberCluster() [153]
                0.00    0.00       6/10448       Tupla::get_dim() [116]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[28]     0.0    0.00    0.00       1         Cluster::deserializeCluster(double*) [28]
                0.00    0.00       1/1           Cluster::createKclusters(int, int) [31]
                0.00    0.00       1/6           Cluster::deserializeCentroids(double*) [27]
-----------------------------------------------
                0.00    0.00      70/70          Cluster::Cluster(int) [30]
[29]     0.0    0.00    0.00      70         Cluster::createCentroid(int) [29]
                0.00    0.00     700/11021740     Tupla::getThValue(int) const [4]
                0.00    0.00     700/2734420     Tupla::setThValue(int, double) [10]
                0.00    0.00      70/70          Centroid::Centroid(int) [32]
                0.00    0.00     700/232204      Point::getThPoint(int) [73]
                0.00    0.00      70/76          Point::getTotalNumberPoints() [175]
-----------------------------------------------
                0.00    0.00      70/70          Cluster::createKclusters(int, int) [31]
[30]     0.0    0.00    0.00      70         Cluster::Cluster(int) [30]
                0.00    0.00      70/70          Cluster::createCentroid(int) [29]
                0.00    0.00      70/72          std::vector<Point*, std::allocator<Point*> >::vector() [176]
                0.00    0.00      70/70          std::vector<Cluster*, std::allocator<Cluster*> >::push_back(Cluster*&&) [191]
                0.00    0.00      70/910         Cluster::initSumCluster() [140]
-----------------------------------------------
                0.00    0.00       1/1           Cluster::deserializeCluster(double*) [28]
[31]     0.0    0.00    0.00       1         Cluster::createKclusters(int, int) [31]
                0.00    0.00      70/70          Cluster::Cluster(int) [30]
-----------------------------------------------
                0.00    0.00      70/70          Cluster::createCentroid(int) [29]
[32]     0.0    0.00    0.00      70         Centroid::Centroid(int) [32]
                0.00    0.00      70/283022      Tupla::Tupla(int) [12]
                0.00    0.00      70/70          std::vector<Centroid*, std::allocator<Centroid*> >::push_back(Centroid*&&) [194]
-----------------------------------------------
                0.00    0.00 2839320/2839320     std::vector<double, std::allocator<double> >::at(unsigned long) [21]
[39]     0.0    0.00    0.00 2839320         std::vector<double, std::allocator<double> >::operator[](unsigned long) [39]
-----------------------------------------------
                0.00    0.00  132912/699096      std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [90]
                0.00    0.00  283092/699096      Tupla::Tupla(int) [12]
                0.00    0.00  283092/699096      std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&) [66]
[40]     0.0    0.00    0.00  699096         std::allocator<double>::~allocator() [40]
                0.00    0.00  399500/399500      __gnu_cxx::new_allocator<double>::~new_allocator() [48]
-----------------------------------------------
                0.00    0.00  566184/566184      std::allocator<double>::allocator(std::allocator<double> const&) [43]
[41]     0.0    0.00    0.00  566184         __gnu_cxx::new_allocator<double>::new_allocator(__gnu_cxx::new_allocator<double> const&) [41]
-----------------------------------------------
                0.00    0.00  283092/566184      __gnu_cxx::new_allocator<double>::max_size() const [56]
                0.00    0.00  283092/566184      __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*) [54]
[42]     0.0    0.00    0.00  566184         __gnu_cxx::new_allocator<double>::_M_max_size() const [42]
-----------------------------------------------
                0.00    0.00  283092/566184      std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&) [66]
                0.00    0.00  283092/566184      std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [59]
[43]     0.0    0.00    0.00  566184         std::allocator<double>::allocator(std::allocator<double> const&) [43]
                0.00    0.00  566184/566184      __gnu_cxx::new_allocator<double>::new_allocator(__gnu_cxx::new_allocator<double> const&) [41]
-----------------------------------------------
                0.00    0.00  100000/550000      void std::_Destroy_aux<false>::__destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [344]
                0.00    0.00  150000/550000      void std::__relocate_object_a<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [83]
                0.00    0.00  300000/550000      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__relocate_a_1<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [105]
[44]     0.0    0.00    0.00  550000         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__addressof<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [44]
-----------------------------------------------
                0.00    0.00      70/445416      void __gnu_cxx::new_allocator<Centroid*>::construct<Centroid*, Centroid*>(Centroid**, Centroid*&&) [183]
                0.00    0.00      70/445416      void __gnu_cxx::new_allocator<Cluster*>::construct<Cluster*, Cluster*>(Cluster**, Cluster*&&) [182]
                0.00    0.00    1872/445416      void __gnu_cxx::new_allocator<Point*>::construct<Point*, Point* const&>(Point**, Point* const&) [134]
                0.00    0.00   10312/445416      void __gnu_cxx::new_allocator<Point*>::construct<Point*, Point*>(Point**, Point*&&) [117]
                0.00    0.00  150000/445416      void __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [79]
                0.00    0.00  283092/445416      void std::_Construct<double>(double*) [67]
[45]     0.0    0.00    0.00  445416         operator new(unsigned long, void*) [45]
-----------------------------------------------
                0.00    0.00  132912/416004      std::vector<double, std::allocator<double> >::~vector() [94]
                0.00    0.00  283092/416004      std::vector<double, std::allocator<double> >::_M_default_initialize(unsigned long) [14]
[46]     0.0    0.00    0.00  416004         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [46]
-----------------------------------------------
                0.00    0.00   10312/403632      std::vector<Point*, std::allocator<Point*> >::back() [121]
                0.00    0.00   18720/403632      Cluster::getThPoint(int) [112]
                0.00    0.00  374600/403632      Point::getThPoint(int) [73]
[47]     0.0    0.00    0.00  403632         __gnu_cxx::__normal_iterator<Point**, std::vector<Point*, std::allocator<Point*> > >::operator*() const [47]
-----------------------------------------------
                0.00    0.00  399500/399500      std::allocator<double>::~allocator() [40]
[48]     0.0    0.00    0.00  399500         __gnu_cxx::new_allocator<double>::~new_allocator() [48]
-----------------------------------------------
                0.00    0.00      25/393598      void std::vector<Point*, std::allocator<Point*> >::_M_realloc_insert<Point*>(__gnu_cxx::__normal_iterator<Point**, std::vector<Point*, std::allocator<Point*> > >, Point*&&) [201]
                0.00    0.00     253/393598      void std::vector<Point*, std::allocator<Point*> >::_M_realloc_insert<Point* const&>(__gnu_cxx::__normal_iterator<Point**, std::vector<Point*, std::allocator<Point*> > >, Point* const&) [168]
                0.00    0.00   18720/393598      Cluster::getThPoint(int) [112]
                0.00    0.00  374600/393598      Point::getThPoint(int) [73]
[49]     0.0    0.00    0.00  393598         std::vector<Point*, std::allocator<Point*> >::begin() [49]
                0.00    0.00  154467/165354      __gnu_cxx::__normal_iterator<Point**, std::vector<Point*, std::allocator<Point*> > >::__normal_iterator(Point** const&) [74]
-----------------------------------------------
                0.00    0.00   18720/393320      Cluster::getThPoint(int) [112]
                0.00    0.00  374600/393320      Point::getThPoint(int) [73]
[50]     0.0    0.00    0.00  393320         void std::advance<__gnu_cxx::__normal_iterator<Point**, std::vector<Point*, std::allocator<Point*> > >, int>(__gnu_cxx::__normal_iterator<Point**, std::vector<Point*, std::allocator<Point*> > >&, int) [50]
                0.00    0.00  154204/154204      std::iterator_traits<__gnu_cxx::__normal_iterator<Point**, std::vector<Point*, std::allocator<Point*> > > >::iterator_category std::__iterator_category<__gnu_cxx::__normal_iterator<Point**, std::vector<Point*, std::allocator<Point*> > > >(__gnu_cxx::__normal_iterator<Point**, std::vector<Point*, std::allocator<Point*> > > const&) [76]
                0.00    0.00  154204/154204      void std::__advance<__gnu_cxx::__normal_iterator<Point**, std::vector<Point*, std::allocator<Point*> > >, long>(__gnu_cxx::__normal_iterator<Point**, std::vector<Point*, std::allocator<Point*> > >&, long, std::random_access_iterator_tag) [77]
-----------------------------------------------
                0.00    0.00      16/383650      std::vector<Centroid*, std::allocator<Centroid*> >::_S_max_size(std::allocator<Centroid*> const&) [217]
                0.00    0.00      16/383650      std::vector<Cluster*, std::allocator<Cluster*> >::_S_max_size(std::allocator<Cluster*> const&) [214]
                0.00    0.00     526/383650      std::vector<Point*, std::allocator<Point*> >::_S_max_size(std::allocator<Point*> const&) [148]
                0.00    0.00  100000/383650      std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_S_max_size(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [102]
                0.00    0.00  283092/383650      std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [65]
[51]     0.0    0.00    0.00  383650         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [51]
-----------------------------------------------
                0.00    0.00  300000/300000      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__relocate_a<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [104]
[52]     0.0    0.00    0.00  300000         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__niter_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [52]
-----------------------------------------------
                0.00    0.00  150000/300000      void std::allocator_traits<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [82]
                0.00    0.00  150000/300000      void __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [79]
[53]     0.0    0.00    0.00  300000         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&& std::forward<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::type&) [53]
-----------------------------------------------
                0.00    0.00  283092/283092      std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [63]
[54]     0.0    0.00    0.00  283092         __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*) [54]
                0.00    0.00  283092/566184      __gnu_cxx::new_allocator<double>::_M_max_size() const [42]
-----------------------------------------------
                0.00    0.00  283092/283092      std::allocator<double>::allocator() [57]
[55]     0.0    0.00    0.00  283092         __gnu_cxx::new_allocator<double>::new_allocator() [55]
-----------------------------------------------
                0.00    0.00  283092/283092      std::allocator_traits<std::allocator<double> >::max_size(std::allocator<double> const&) [64]
[56]     0.0    0.00    0.00  283092         __gnu_cxx::new_allocator<double>::max_size() const [56]
                0.00    0.00  283092/566184      __gnu_cxx::new_allocator<double>::_M_max_size() const [42]
-----------------------------------------------
                0.00    0.00  283092/283092      Tupla::Tupla(int) [12]
[57]     0.0    0.00    0.00  283092         std::allocator<double>::allocator() [57]
                0.00    0.00  283092/283092      __gnu_cxx::new_allocator<double>::new_allocator() [55]
-----------------------------------------------
                0.00    0.00  283092/283092      std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [60]
[58]     0.0    0.00    0.00  283092         std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [58]
                0.00    0.00  283092/283092      std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [63]
-----------------------------------------------
                0.00    0.00  283092/283092      std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [62]
[59]     0.0    0.00    0.00  283092         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [59]
                0.00    0.00  283092/566184      std::allocator<double>::allocator(std::allocator<double> const&) [43]
                0.00    0.00  283092/283092      std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data::_Vector_impl_data() [61]
-----------------------------------------------
                0.00    0.00  283092/283092      std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [62]
[60]     0.0    0.00    0.00  283092         std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [60]
                0.00    0.00  283092/283092      std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [58]
-----------------------------------------------
                0.00    0.00  283092/283092      std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [59]
[61]     0.0    0.00    0.00  283092         std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data::_Vector_impl_data() [61]
-----------------------------------------------
                0.00    0.00  283092/283092      std::vector<double, std::allocator<double> >::vector(unsigned long, std::allocator<double> const&) [11]
[62]     0.0    0.00    0.00  283092         std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [62]
                0.00    0.00  283092/283092      std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [59]
                0.00    0.00  283092/283092      std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [60]
-----------------------------------------------
                0.00    0.00  283092/283092      std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [58]
[63]     0.0    0.00    0.00  283092         std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [63]
                0.00    0.00  283092/283092      __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*) [54]
-----------------------------------------------
                0.00    0.00  283092/283092      std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [65]
[64]     0.0    0.00    0.00  283092         std::allocator_traits<std::allocator<double> >::max_size(std::allocator<double> const&) [64]
                0.00    0.00  283092/283092      __gnu_cxx::new_allocator<double>::max_size() const [56]
-----------------------------------------------
                0.00    0.00  283092/283092      std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&) [66]
[65]     0.0    0.00    0.00  283092         std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [65]
                0.00    0.00  283092/283092      std::allocator_traits<std::allocator<double> >::max_size(std::allocator<double> const&) [64]
                0.00    0.00  283092/383650      unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [51]
-----------------------------------------------
                0.00    0.00  283092/283092      std::vector<double, std::allocator<double> >::vector(unsigned long, std::allocator<double> const&) [11]
[66]     0.0    0.00    0.00  283092         std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&) [66]
                0.00    0.00  283092/283092      std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [65]
                0.00    0.00  283092/566184      std::allocator<double>::allocator(std::allocator<double> const&) [43]
                0.00    0.00  283092/699096      std::allocator<double>::~allocator() [40]
-----------------------------------------------
                0.00    0.00  283092/283092      double* std::__uninitialized_default_n_1<true>::__uninit_default_n<double*, unsigned long>(double*, unsigned long) [13]
[67]     0.0    0.00    0.00  283092         void std::_Construct<double>(double*) [67]
                0.00    0.00  283092/445416      operator new(unsigned long, void*) [45]
-----------------------------------------------
                0.00    0.00  283092/283092      double* std::__uninitialized_default_n_1<true>::__uninit_default_n<double*, unsigned long>(double*, unsigned long) [13]
[68]     0.0    0.00    0.00  283092         double* std::__addressof<double>(double&) [68]
-----------------------------------------------
                0.00    0.00  283092/283092      double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [18]
[69]     0.0    0.00    0.00  283092         std::__size_to_integer(unsigned long) [69]
-----------------------------------------------
                0.00    0.00  283092/283092      double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [18]
[70]     0.0    0.00    0.00  283092         std::iterator_traits<double*>::iterator_category std::__iterator_category<double*>(double* const&) [70]
-----------------------------------------------
                0.00    0.00  272640/272640      Tupla::distanza(Tupla const&) const [2]
[71]     0.0    0.00    0.00  272640         Tupla::~Tupla() [71]
                0.00    0.00  132912/132912      std::vector<double, std::allocator<double> >::~vector() [94]
-----------------------------------------------
                0.00    0.00      16/265856      void std::vector<Cluster*, std::allocator<Cluster*> >::_M_realloc_insert<Cluster*>(__gnu_cxx::__normal_iterator<Cluster**, std::vector<Cluster*, std::allocator<Cluster*> > >, Cluster*&&) [240]
                0.00    0.00      16/265856      __gnu_cxx::__normal_iterator<Cluster**, std::vector<Cluster*, std::allocator<Cluster*> > >::difference_type __gnu_cxx::operator-<Cluster**, std::vector<Cluster*, std::allocator<Cluster*> > >(__gnu_cxx::__normal_iterator<Cluster**, std::vector<Cluster*, std::allocator<Cluster*> > > const&, __gnu_cxx::__normal_iterator<Cluster**, std::vector<Cluster*, std::allocator<Cluster*> > > const&) [230]
                0.00    0.00  265824/265856      bool __gnu_cxx::operator!=<Cluster**, std::vector<Cluster*, std::allocator<Cluster*> > >(__gnu_cxx::__normal_iterator<Cluster**, std::vector<Cluster*, std::allocator<Cluster*> > > const&, __gnu_cxx::__normal_iterator<Cluster**, std::vector<Cluster*, std::allocator<Cluster*> > > const&) [88]
[72]     0.0    0.00    0.00  265856         __gnu_cxx::__normal_iterator<Cluster**, std::vector<Cluster*, std::allocator<Cluster*> > >::base() const [72]
-----------------------------------------------
                0.00    0.00     700/232204      Cluster::createCentroid(int) [29]
                0.00    0.00   96720/232204      Point::serializePoint(double*, int, int, int) [22]
                0.00    0.00  134784/232204      Cluster::pointAssignment(int, int) [3]
[73]     0.0    0.00    0.00  232204         Point::getThPoint(int) [73]
                0.00    0.00  374600/393598      std::vector<Point*, std::allocator<Point*> >::begin() [49]
                0.00    0.00  374600/403632      __gnu_cxx::__normal_iterator<Point**, std::vector<Point*, std::allocator<Point*> > >::operator*() const [47]
                0.00    0.00  374600/393320      void std::advance<__gnu_cxx::__normal_iterator<Point**, std::vector<Point*, std::allocator<Point*> > >, int>(__gnu_cxx::__normal_iterator<Point**, std::vector<Point*, std::allocator<Point*> > >&, int) [50]
-----------------------------------------------
                0.00    0.00     575/165354      std::vector<Point*, std::allocator<Point*> >::end() [115]
                0.00    0.00   10312/165354      __gnu_cxx::__normal_iterator<Point**, std::vector<Point*, std::allocator<Point*> > >::operator-(long) const [118]
                0.00    0.00  154467/165354      std::vector<Point*, std::allocator<Point*> >::begin() [49]
[74]     0.0    0.00    0.00  165354         __gnu_cxx::__normal_iterator<Point**, std::vector<Point*, std::allocator<Point*> > >::__normal_iterator(Point** const&) [74]
-----------------------------------------------
                0.00    0.00  154204/154204      void std::__advance<__gnu_cxx::__normal_iterator<Point**, std::vector<Point*, std::allocator<Point*> > >, long>(__gnu_cxx::__normal_iterator<Point**, std::vector<Point*, std::allocator<Point*> > >&, long, std::random_access_iterator_tag) [77]
[75]     0.0    0.00    0.00  154204         __gnu_cxx::__normal_iterator<Point**, std::vector<Point*, std::allocator<Point*> > >::operator+=(long) [75]
-----------------------------------------------
